Precio(€),Nombre,Procesador,Ranking Procesador,RAM (GB),Disco duro,Pantalla,Gráfica
1357.04,Asus Rog Strix G731GV-EV132,Intel Core i7-9750H,229,16 GB,1TB SSD,"17.3"" Reacondicionado",RTX2060
547.79,Lenovo Ideapad C340-14API,AMD Ryzen 5 3500U,454,8 GB,256GB SSD,"14"" Táctil Reacondicionado",
1385.58,Microsoft Surface Pro 7,Intel Core i5-1035G4,341,8 GB,256 GB Negra,,
2679.0,MSI GE75 Raider 9SG-1084ES,Intel Core i7-9750H,229,32 GB,1TB SSD,"17.3""",RTX 2080
2999.0,Asus Zenbook Pro Duo UX581GV-H2006T,Intel Core i7-9750H,229,32 GB,512GB SSD,"15.6"" Táctil",RTX 2060
1799.0,MSI Creator 15M A9SE-076ES,Intel Core i7-9750H,229,32 GB,1TB SSD,"15.6""",RTX 2060
949.0,HP Pavilion Gaming 17-CD0007NS,Intel Core i7-9750H,229,8 GB,512GB SSD,"17.3""",GTX 1050
1804.05,Asus Rog Zephyrus S GX701GWR-EV003T,Intel Core i7-9750H,229,16 GB,512GB SSD,"17.3"" Reacondicionado",RTX2070
1316.79,MSI Prestige 14 A10SC-067XES,Intel Core i7-10710U,267,16 GB,1TB SSD,"14"" Reacondicionado",GTX 1650
320.59,HP NoteBook 15-DB0060NS,AMD A4-9125,"[[1634, 'AMD A4-9120'], [1447, 'AMD A4-1250']]",4 GB,256GB SSD,"15.6""",
1899.0,HP OMEN 17-CB0005NS,Intel Core i7-9750H,229,16 GB,1TB+512GB SSD,"17.3""",RTX 2070
1499.0,LG Gram 15Z90N,Intel Core i7-1065G7,312,16 GB,256GB SSD,"15.6""",
1349.0,MSI Creator 15M A9SD-078XES,Intel Core i7-9750H,229,16 GB,1TB SSD,"15.6""",GTX 1660Ti
2349.0,MSI GE75 Raider 10SF-028ES,Intel Core i7-10750H,126,32 GB,1TB SSD,"17.3""",RTX 2070
1649.0,MSI GP65 Leopard 10SDK-030ES,Intel Core i7-10750H,126,16 GB,1TB SSD,"15.6""",GTX 1660Ti
1699.0,MSI GP75 Leopard 10SDK-019ES,Intel Core i7-10750H,126,16 GB,1TB SSD,"17.3""",GTX 1660Ti
899.01,Acer Nitro 5 AN515-54,Intel Core i7-9750H,229,8 GB,512GB SSD,"15.6""",GTX 1650
263.6,Primux Ioxbook 1402,Intel Celeron N3350,1663,4 GB,120GB SSD + 32GB eMMC,"14.1""",
1583.44,Asus Rog Strix G731GW-EV010T,Intel Core i7-9750H,229,16 GB,512GB SSD,"17.3"" Reacondicionado",RTX2070
436.81,HP Chromebook x360 11 G2,Intel Celeron N4000,1531,4 GB,32GB eMMC,"11.6"" Táctil",
1044.05,MSI GF65 Thin 9SEXR-236XES,Intel Core i7-9750H,229,16 GB,512GB SSD,"15.6"" Reacondicionado",RTX 2060
2249.0,MSI GS75 Stealth 9SE-1041ES,Intel Core i7-9750H,229,32 GB,1TB SSD,"17.3""",RTX 2060
1799.0,Acer Predator Helios 300,Intel Core i7-9750H,229,16 GB,1TB SSD,"17.3""",RTX 2070
3349.0,MSI GT75 Titan 9SG-287ES,Intel Core i7-9750,"[[229, 'Intel Core i7-9750H'], [950, 'Intel Core i7-975']]",32 GB,2TB SSD,"17.3""",RTX 2080
639.39,Asus Zenbook 14 UM431DA-AM022,AMD Ryzen 7 3700U,436,16 GB,512GB SSD,"14"" Reacondicionado",
1599.0,MSI GP65 Leopard 9SD-013ES,Intel Core i7-9750H,229,16 GB,1TB SSD,"15.6""",GTX 1660Ti
1648.49,Huawei Matebook X Pro,Intel Core i7-8565U,508,8 GB,512GB,"13.9"" Táctil",MX250
3889.0,Gigabyte AERO 17 HDR YB-9ES4430SP,Intel Core i9-10980HK,112,32 GB,512GB SSD,"17.3""",RTX 2080 SUPER
609.44,HP 15-DA0164NS,Intel Core i3-7020U,1167,8 GB,1TB+256GB SSD,"15.6""",
1499.0,HP Spectre x360 13-AW0000NS,Intel Core i7-1065G7,312,8 GB,512GB SSD,"13.3"" Táctil",
1249.0,LG Gram 14Z90N,Intel Core i5-1035G7,328,8 GB,512GB SSD,"14""",
655.59,Dell Vostro 3490,Intel Core i5-10210U,513,8 GB,1TB,"14""",
518.99,Lenovo Ideapad 330-15ARR,AMD Ryzen 3 2200U,941,8 GB,256GB SSD,"15.6""",
564.39,Lenovo IdeaPad S145-15IIL,Intel Core i5-1035G1,396,8 GB,512GB SSD,"15.6"" Reacondicionado",
652.28,HP 15-DA0078NS,Intel Core i7-8550,"[[590, 'Intel Core i7-8550U'], [230, 'Intel Core i7-9850H']]",8 GB,256GB SSD,"15.6""",MX130
635.26,Medion P6687,Intel Core i5-8250U,572,8 GB,256GB SSD,"15.6""",MX150
408.19,Asus VivoBook S512DA-BR658T,AMD Ryzen 3 3200U,857,8 GB,256GB SSD,"15.6"" Reacondicionado",
1211.09,Asus ZenBook Flip UX362FA-EL206T,Intel Core i7-8565U,508,16 GB,512GB SSD,"13.3"" Táctil Reacondicionado",
1909.77,Microsoft Surface Pro 7,Intel Core i7-1065G7,312,16 GB,512 GB Negro,,
2099.0,MSI WS65 9TJ-005ES,Intel Core i7-9750H,229,32 GB,1TB SSD,"15.6""",T2000
1699.0,MSI GE63 Raider RGB 8SF-030ES,Intel Core i7-8750H,274,16 GB,1TB + 256GB SSD,"15.6""",RTX 2070
1245.94,MSI Creator 15M A9SD-078XES,Intel Core i7-9750H,229,16 GB,1TB SSD,"15.6"" Reacondicionado",GTX 1660Ti
1199.0,Acer Nitro 5 AN515-54,Intel Core i7-9750H,229,16 GB,512GB SSD,"15.6""",GTX 1660Ti
1133.34,MSI GL65 9SEK-210XES,Intel Core i7-9750H,229,16 GB,512GB SSD,"15.6"" Reacondicionado",RTX 2060
3299.0,MSI GT63 Titan 9SG-044ES,Intel Core i9-9880H,172,32 GB,1TB + 512GB SSD,"15.6""",RTX 2080
4699.0,MSI GT76 Titan DT 9SGS-263ES,Intel Core i9-9900K,91,64 GB,2TB SSD,"17.3""",RTX 2080 SUPER
799.0,Asus TUF Gaming FX505DT-BQ121,AMD Ryzen 7-3750H,"[[351, 'AMD Ryzen 7 3750H'], [437, 'AMD Ryzen 7 3780U']]",16 GB,512 SSD,"15.6""",GTX1650
306.69,HP 15-DA0181NS,Intel Celeron N4000,1531,8 GB,256GB SSD,"15.6"" Reacondicionado",
1148.79,Lenovo Legion Y540-15IRH,Intel Core i7-9750H,229,16 GB,1TB+512GB SSD,"15.6"" Reacondicionado",GTX1660Ti
611.94,Medion Akoya S6445,Intel Core i7-8565U,508,8 GB,256GB SSD,"15.6""",
404.99,Vant miniMOOVE v2020,Intel Pentium N5000,"[[1995, 'Intel Pentium U5600'], [2116, 'Intel Pentium U5400']]",8 GB,480GB SSD,"11.6""",
1745.04,MSI GS65 Stealth 9SE-462ES,Intel Core i7-9750H,229,32 GB,1TB SSD,"15.6"" Reacondicionado",RTX 2060
1951.58,Apple MacBook Pro,Intel Core i5 2.4GHz,"[[903, 'Intel Core i5-2400'], [350, 'Intel Core i5-9400H']]",8 GB,256GB SSD,"13.3"" Plata",
2181.59,Lenovo ThinkPad X1 Carbon,Intel Core i7-8265U,"[[512, 'Intel Core i7-8665U'], [510, 'Intel Core i7-8650U']]",16 GB,512GB SSD,"14""",
229.0,Innjoo Neo,Intel Atom x5-Z8350,1775,2 GB,32GB eMMC,"14.1""",
428.48,HP Notebook 15-DA0194NS,Intel Core i3-7020U,1167,4 GB,128GB SSD,"15.6""",
468.49,Lenovo IdeaPad S145-15IWL,Intel Core i5-8265U,548,8 GB,256GB SSD,"15.6"" Reacondicionado",
1401.59,Lenovo Yoga 730-13IKB,Intel Core i7-8550U,590,8 GB,512GB SSD,"13.3"" Táctil",
842.94,Medion Erazer P6705,Intel Core i5-8300H,414,8 GB,256GB SSD,"15.6""",GTX1050Ti
1278.89,Asus Rog Zephyrus M GU502GU-ES003,Intel Core i7-9750H,229,16 GB,512GB SSD,"15.6"" Reacondicionado",GTX1660Ti
2433.54,Gigabyte AERO 17 HDR XA-7ES4130SQ,Intel Core i7-9750H,229,16 GB,512GB SSD,"17.3"" Reacondicionado",RTX 2070
933.04,HP OMEN 15-DC1023NS,Intel Core i7-9750H,229,8 GB,512GB SSD,"15.6"" Reacondicionado",GTX 1650
1186.55,Lenovo Legion Y540-15IRH,Intel Core i7-9750H,229,16 GB,1TB+256 GB SSD,"15.6"" Reacondicionado",GTX1660Ti
851.74,Lenovo Yoga 530-14IKB,Intel Core i5-8250U,572,8 GB,256GB SSD,"14"" Táctil Reacondicionado",
1895.74,Portátil Gaming Gigabyte Aero 15X V8 4K,Intel Core i7-8750,"[[274, 'Intel Core i7-8750H'], [1046, 'Intel Core i7-870']]",16 GB,512GB SSD,"15.6"" Reacondicionado",GTX1070
1299.98,Asus TUF Gaming FX705GM-EV020,Intel Core i7-8750H,274,16 GB,1TB+256GB SSD,"17.3""",GTX1060
1949.0,Microsoft Surface Pro X Microsoft SQ1,,[],16 GB,512GB SSD,"13"" Táctil",
2299.0,HP Omen X 15-DG0000NS,Intel Core i7 9750H,"[[229, 'Intel Core i7-9750H'], [206, 'Intel Core i7-9750HF']]",32 GB,1TB SSD,"15.6"" Táctil",RTX 2070
262.19,Primux ioxbook 1402FI,Intel Atom Z8350,"[[1775, 'Intel Atom x5-Z8350'], [2148, 'Intel Atom Z550']]",2 GB,240SSD + 32GB,"14.1"" Gris",
2249.0,MSI GS65 Stealth 9SF-454ES,Intel Core i7-9750H,229,32 GB,1TB SSD,"15.6""",RTX 2070
415.19,Lenovo Ideapad 330-15IKB,Intel Core i3-7020U,1167,8 GB,256GB SSD,"15.6"" Reacondicionado",Radeon 530
457.6,HP 15-DA0205NS,Intel Core i3-7020U,1167,8 GB,256GB SSD,"15.6""",
2499.0,Asus Rog Zephyrus S GX701GWR-EV003T,Intel Core i7-9750H,229,16 GB,512GB SSD,"17.3""",RTX2070
1499.0,Lenovo Legion Y540-15IRH,Intel Core i7-9750H,229,16 GB,1TB+512GB SSD,"15.6""",RTX 2060
399.59,Primux ioxbook Tour 1302F,Intel Celeron N3350,1663,4 GB,240GB SSD + 64GB eMMC,"13.3"" Táctil",
1496.59,Microsoft Surface Laptop 3 Negro,Intel Core i5-1035G7,328,8 GB,256GB SSD,"13.5"" Táctil",
1059.98,MSI GF63 8RC-069ES,Intel Core i7-8750H,274,8 GB,1TB,"15.6""",GTX 1050
544.99,Acer Aspire 5 A514-52-570U,Intel Core i5-10210U,513,8 GB,512GB SSD,"14"" Reacondicionado",
579.0,Lenovo V15,Intel Core i5-1035G1,396,8 GB,256GB SSD,"15.6""",
1215.05,LG Gram 15Z990-V.AA75B,Intel Core i7-8565U,508,8 GB,512GB SSD,"15.6""",
1725.3,Microsoft Surface Pro X Microsoft SQ1,,[],16 GB,256GB SSD,"13"" Táctil",
1159.0,Microsoft Surface Pro 7,Intel Core i5-1035G4,341,8 GB,256 GB Platino,,
450.94,HP Notebook 15-DA0198NS,Intel Core i3-7020U,1167,8 GB,128GB SSD,"15.6""",
2499.0,Gigabyte Aero 15-X9-7ES0310P,Intel Core i7-8750H,274,16 GB,1TB SSD,"15.6""",RTX2070Q
749.0,HP Pavilion 15-BC519NS,Intel Core i5-9300H,376,8 GB,512GB SSD,"15.6""",GTX 1050
295.69,Acer Extensa 15 EX2540-336F,Intel Core i3-6006U,1245,4 GB,500GB,"15.6"" Reacondicionado",
665.14,Asus VivoBook S412FA-EK678T,Intel Core i5-10210U,513,8 GB,512GB SSD,"14"" Reacondicionado",
655.06,Acer Extensa 15 EX215-51G,Intel Core i5-10210U,513,8 GB,256GB SSD,"15.6""",MX230
1499.0,Acer Predator Helios 300 PH317-53-731L,Intel Core i7-9750H,229,16 GB,1TB+128GB,"17.3""",GTX1660Ti
459.0,Acer Swift 3 SF314-54-33DT,Intel Core i3-8130U,904,4 GB,1TB+16GB Intel Optane,"14""",
1690.59,Dynabook Tecra X50-F-158,Intel Core i7-8565U,508,16 GB,1TB SSD,"15.6"" Táctil",
586.63,HP 15-DA0145NS,Intel Core i3-7020U,1167,8 GB,512GB SSD,"15.6""",
1217.59,Microsoft Surface Pro X Microsoft SQ1,,[],8 GB,128GB SSD,"13"" Táctil",
1098.99,Dynabook Portégé A30-E-1C4,Intel Core i7-8550U,590,16 GB,512GB SSD,"13.3""",
2799.0,HP OMEN 15-DH0019NS,Intel Core i9-9880H,172,32 GB,1TB SSD,"15.6""",RTX 2080
879.0,Dell Vostro 5490,Intel Core i5-10210U,513,8 GB,512GB SSD,"14""",
3199.0,MSI GT76 Titan DT 9SF-009ES,Intel Core i7-9700K,156,64 GB,2TB SSD,"17.3""",RTX 2070
260.63,Primux ioxbook 1402MC,Intel Celeron N3350,1663,4 GB,32GB + 120SSD,"14.1"" + Minecraft",
2710.44,Asus Zenbook Pro Duo UX581GV-H2006T,Intel Core i7-9750H,229,32 GB,512GB SSD,"15.6"" Táctil Reacondicionado",RTX 2060
1084.99,Lenovo Ideapad 530S-15IKB,Intel Core i7-8550U,590,8 GB,512GB SSD,"15.6""",
949.99,Apple MacBook Air,Intel Core i5,"[[950, 'Intel Core i7-975'], [997, 'Intel Core i7-965']]",8 GB,128GB SSD,"13.3"" Plata Reacondicionado",
1299.0,Acer Predator Helios 300,Intel Core i7-9750H,229,16 GB,512GB SSD,"15.6""",GTX 1660Ti
999.0,HP OMEN 15-DC0002NS,Intel Core i5-8300H,414,8 GB,1TB+128GB SSD,"15.6""",GTX 1050
1649.59,Microsoft Surface Pro 7,Intel Core i7-1065G7,312,16 GB,256 GB Platino,,
999.99,Asus ROG Zephyrus G GA502DU-BQ015,AMD Ryzen 7 3750H,351,8 GB,512GB SSD,"15.6""",GTX 1660Ti
640.44,Acer Swift 3 SF314-52G-50B3 ,Intel Core i5-8250U,572,25 6GB SSD,MX150,"14"" Reacondicionado",
769.0,Lenovo Ideapad S340-15IWL,Intel Core i5-8265U,548,8 GB,1TB SSD,"15.6""",
372.09,HP NoteBook 15-DB1002NS,AMD Ryzen 3 3200U,857,8 GB,256GB SSD,"15.6"" Reacondicionado",
372.09,HP NoteBook 15-DB1002NS,AMD Ryzen 3 3200U,857,8 GB,256GB SSD,"15.6"" Reacondicionado",
1784.64,HP OMEN 15-DH0007NS,Intel Core i7-9750H,229,16 GB,1TB+256GB SSD,"15.6"" Reacondicionado",RTX 2080
775.99,HP Pavilion 15-BC514NS,Intel Core i7-9750H,229,16 GB,1TB+128GB SSD,"15.6"" Reacondicionado",GTX 1650
1799.0,HP OMEN 15-DH0006NS,Intel Core i7-9750H,229,16 GB,1TB+256GB SSD,"15.6""",RTX 2070
1309.0,Lenovo Ideapad 530S-15IKB,Intel Core i7-8550U,590,16 GB,512 SSD,"15.6""",MX150
802.54,Dynabook Portégé A30-E-1C4,Intel Core i7-8550U,590,16 GB,512GB SSD,"13.3"" Reacondicionado",
1998.99,Acer Predator Triton 500 PT515-51-70F1,Intel Core i7-9750H,229,16 GB,512GB SSD,"15.6""",RTX2070
2549.0,Lenovo ThinkPad X1 Carbon,Intel Core i7-8565U,508,16 GB,1TB SSD,"14""",
995.79,MSI GP63 Leopard 8RD-694XES,Intel Core i7-8750H,274,16 GB,1TB+256GB SSD,"15.6"" Reacondicionado",GTX 1050Ti
1249.0,MSI Modern 14 A10RB-684ES,Intel Core i7-10510U,438,16 GB,512GB SSD,"14""",MX250
1699.0,MSI Prestige 14 A10SC-222ES,Intel Core i7-10710U,267,16 GB,1TB SSD,"14""",GTX 1650
219.0,Thomson NEO14C-4WH64,Intel Celeron,"[[2105, 'Intel Celeron 925'], [2136, 'Intel Celeron 900']]",4 GB,64GB eMMC,"14.1""",
1433.84,Acer Predator Helios 300 PH317-53-731L,Intel Core i7-9750H,229,16 GB,1TB+128GB,"17.3"" Reacondicionado",GTX1660Ti
397.54,Asus M509DA-BR152,AMD Ryzen 5 3500U,454,8 GB,256GB SSD,"15.6"" Reacondicionado",
1519.06,Asus Rog Zephyrus M GU502GV-AZ038T,Intel Core i7-9750H,229,16 GB,1TB SSD,"15.6"" Reacondicionado",RTX2060
638.49,HP 15S-FQ1049NS,Intel Core i7-1065G7,312,8 GB,256GB SSD,"15.6"" Reacondicionado",
2524.79,MSI WS65 9TK-817ES,Intel Core i7-9750H,229,32 GB,1TB SSD,"15.6"" Reacondicionado",RTX3000
1447.64,HP Omen 15-DH0018NS,Intel Core i7-9750H,229,16 GB,1TB SSD,"15.6"" Reacondicionado",RTX 2060
1266.94,Lenovo Yoga C930-13IKB,Intel Core i5-8250U,572,8 GB,512GB SSD,"13.9"" Táctil Reacondicionado",
1306.69,HP OMEN 15-DC0013NS,Intel Core i7-8750H,274,16 GB,1TB+256GB SSD,"15.6"" Reacondicionado",GTX 1060
1424.29,Asus Rog Strix G731GV-EV132T,Intel Core i7-9750H,229,16 GB,1TB SSD,"17.3"" Reacondicionado",RTX2060
593.21,HP 14-DK0023NS,AMD Ryzen 7 3700U,436,8 GB,256GB SSD,"14""",
435.44,Lenovo Ideapad S145-15IWL,Intel Core i3-8145,"[[912, 'Intel Core i3-8145U'], [567, 'Intel Core i3-8100']]",8 GB,512GB SSD,"15.6"" Reacondicionado",
1199.0,Dynabook Portégé A30-E-15M,Intel Core i7-8550U,590,16 GB,512GB SSD,"13.3""",
1661.11,Lenovo ThinkPad X1 Carbon,Intel Core i5-8265U,548,8 GB,256GB SSD,"14""",
2255.49,Microsoft Surface Pro 7,Intel Core i7-1065G7,312,16 GB,1 TB Platino,,
999.0,Acer Nitro 5 AN515-54-57M8,Intel Core i5-9300H,376,8 GB,512GB SSD,"15.6""",GTX1660Ti
1799.0,HP Omen 15-DH0004NS,Intel Core i7-9750H,229,16 GB,1TB SSD,"15.6""",RTX 2070
907.35,Lenovo Ideapad 530S - 14IKB,Intel Core i5-8250U,572,8 GB,256SSD,"14""",
1669.0,MSI GS65 Stealth Thin 8RE-252ES,Intel Core i7-8750H,274,16 GB,512GB SSD,"15.6""",GTX 1060
342.59,Acer Chromebook 315,Intel Celeron N4020,1407,4 GB,64GB eMMC,"15.6"" Reacondicionado",
450.04,Asus VivoBook S412FA-EK429T,Intel Core i3-8145U,912,4 GB,256GB SSD,"14"" Reacondicionado",
1262.39,Gigabyte Aero 15W Negro,Intel Core i7-7700HQ,479,16 GB,256GB SSD,"15.6"" Reacondicionado",GTX1060M
3013.84,Gigabyte AERO 17 HDR XA-9ES4130SQ,Intel Core i9-9980HK,130,16 GB,512GB SSD,"17.3"" Reacondicionado",RTX2070
1751.54,Gigabyte AERO 17 SA-7ES1130SO,Intel Core i7-9750H,229,16 GB,512GB SSD,"17.3"" Reacondicionado",GTX 1660Ti
1528.14,Gigabyte Aorus 15-X9-7ES0252W,Intel Core i7-8750H,274,16 GB,512GB SSD+2TB,"15.6"" Reacondicionado",RTX2070Q
3358.59,Gigabyte AORUS 17 YA-9ES2452SH,Intel Core i9-9980HK,130,32 GB,2TB+1TB SSD,"17.3"" Reacondicionado",RTX 2080
263.29,HP 15-DA0187NS,Intel Core i3-7020U,1167,4 GB,500GB,"15.6"" Reacondicionado",
1322.74,HP OMEN 15-DH0000NS,Intel Core i7-9750H,229,16 GB,1TB+256GB SSD,"15.6"" Reacondicionado",GTX 1660Ti
1219.74,Huawei Matebook X Pro,Intel Core i5-8250U,572,8 GB,256GB SSD,"13.9"" Táctil Reacondicionado",MX150
705.64,Lenovo Ideapad S540-14IWL,Intel Core i5-8265U,548,12 GB,512GB SSD,"14"" Reacondicionado",
1424.05,Lenovo Legion Y540-17IRH,Intel Core i7-9750H,229,16 GB,1TB+256GB SSD,"17.3"" Reacondicionado",RTX 2060
752.69,Lenovo ThinkBook 13s,Intel Core i5-8265U,548,8 GB,256GB SSD,"13.3"" Reacondicionado",
811.34,Lenovo ThinkBook 13s-IWL,Intel Core i5-8265U,548,8 GB,512GB SSD,"13.3"" Reacondicionado",
434.14,Lenovo V155,AMD Ryzen R5 3500U,"[[454, 'AMD Ryzen 5 3500U'], [227, 'AMD Ryzen 5 4500U']]",8 GB,512GB SSD,"15.6"" Reacondicionado",
582.04,Lenovo V330,Intel Core i5-8250U,572,8 GB,1TB,"14"" Reacondicionado",
1216.49,LG Gram 14T990-G,Intel Core i7-8565U,508,8 GB,512GB SSD,"14"" Táctil Reacondicionado",
844.56,LG Gram 14Z990-G,Intel Core i5-8265U,548,8 GB,256GB SSD,"14"" Reacondicionado",
1039.84,LG Gram 15Z990-V.AA72B,Intel Core i7-8565U,508,8 GB,256GB SSD,"15.6"" Reacondicionado",
1064.34,Microsoft Surface Pro 7,Intel Core i5-1035G4,341,8 GB,128GB Platino Reacondicionado,,
1546.84,Microsoft Surface Pro 7,Intel Core i7-1065G7,312,16 GB,256 GB Platino Reacondicionado,,
1519.89,Microsoft Surface Pro X Microsoft SQ1,,[],16 GB,256GB SSD,"13"" Táctil Reacondicionado",
2204.59,MSI GE63 Raider RGB 9SG-626ES,Intel Core i7-9750H,229,32 GB,1TB SSD,"15.6"" Reacondicionado",RTX 2080
3304.89,MSI GE75 Raider 9SG-1083ES,Intel Core i9-9880H,172,64 GB,2TB SSD,"17.3"" Reacondicionado",RTX 2080
1519.06,MSI GP65 Leopard 9SD-013ES,Intel Core i7-9750H,229,16 GB,1TB SSD,"15.6"" Reacondicionado",GTX 1660Ti
2275.09,MSI GS75 Stealth 8SG-064ES,Intel Core i7-8750H,274,32 GB,1TB SSD,"17.3"" Reacondicionado",RTX 2080
2783.05,MSI GS75 Stealth 9SG-267ES,Intel Core i7-9750H,229,32 GB,2TB SSD,"17.3"" Reacondicionado",RTX 2080
2206.89,MSI GT73EVR 7RF-1025XES Titan Pro,Intel Core i7-7700HQ,479,16 GB,1TB+256SSD,"17.3"" Reacondicionado",GTX1080
1186.55,MSI Modern 14 A10RB-684ES,Intel Core i7-10510U,438,16 GB,512GB SSD,"14"" Reacondicionado",MX250
3279.24,MSI P65 Creator 9SF-1017ES,Intel Core i9-9880H,172,64 GB,2TB SSD,"15.6"" Reacondicionado",RTX 2070
3186.39,MSI WT75 8SM-009ES,Intel Core i7-8700,189,32 GB,1TB+256GB SSD,"17.3"" 4K Reacondicionado",P4200
798.04,Medion Erazer P6605,Intel Core i5-8300H,414,8 GB,256GB SSD,"15.6""",GTX1050
445.0,Vant miniMOOVE v2020,Intel Pentium N5000,"[[1995, 'Intel Pentium U5600'], [2116, 'Intel Pentium U5400']]",16 GB,480GB SSD,"11.6""",
675.49,Huawei MateBook D 14,AMD Ryzen 5 3500U,454,8 GB,512GB SSD,"14"" Reacondicionado",
1746.58,Microsoft Surface Laptop 3 Plata,Intel Core i7-1065G7,312,16 GB,256GB SSD,"13.5"" Táctil",
1249.0,HP Pavilion Gaming 15-DK0004NS,Intel Core i7-9750H,229,8 GB,1TB+512GB SSD,"15.6""",GTX 1660Ti
272.22,Talius Laptop 1301,"Intel Atom 4GB/32GB 13.3""",[],,,,
999.0,Asus Rog Strix G531GU-AL003,Intel Core i7-9750H,229,8 GB,512GB SSD,"15.6""",GTX 1660Ti
2249.0,Gigabyte AERO 15 OLED KB-8ES5130SP,Intel Core i7-10875H,31,16 GB,512GB SSD,"15.6""",RTX 2060
2999.0,Gigabyte AERO 17 HDR XB-8ES4130SP,Intel Core i7-10875H,31,16 GB,512GB SSD,"17.3""",RTX 2070 SUPER
1320.74,Lenovo Yoga 720-15IKB,Intel Core i7-7700HQ,479,8 GB,512GB SSD,"15.6"" Táctil Reacondicionado",GTX1050
2599.0,Lenovo Legion Y740-17IRHg,Intel Core i7-9750H,229,16 GB,1TB+512GB SSD,"17.3""",RTX 2080
3599.0,MSI GT76 Titan DT 9SFS-264ES,Intel Core i7-9700K,156,64 GB,2TB SSD,"17.3""",RTX 2070 SUPER
951.58,HP Pavilion 14-BF002NS,Intel Core i5-7200U,991,12 GB,1TB+128GB SSD,"14""",GF 940MX
1819.4,Apple MacBook Pro,Intel Core i5,"[[950, 'Intel Core i7-975'], [997, 'Intel Core i7-965']]",8 GB,128GB,"13"" Gris Espacial",
968.85,Dynabook Portégé A30-E-1C5,Intel Core i7-8550U,590,16 GB,512GB SSD,"13.3""",
2203.19,Lenovo Legion Y740-15IRHg,Intel Core i7-9750H,229,16 GB,1TB+512GB SSD,"15.6""",RTX 2070
1134.1,HP Pavilion Gaming 15-CX0021NS,Intel Core i5-8300H,414,8 GB,1TB+256GB SSD,"15.6""",GTX 1060
718.99,Lenovo Yoga 530-14IKB,Intel Core i3-7020U,1167,8 GB,256GB SSD,"14"" Táctil",
610.52,HP Notebook 15-DA0137NS,Intel Core i7-7500U,937,8 GB,256GB SSD,"15.6""",
1999.0,MSI GE63 Raider RGB 8SG-029E,Intel Core i7-8750H,274,16 GB,1TB + 512GB SSD,"15.6""",RTX 2080
1967.96,Gigabyte Aero 15-SA-7ES0250P,Intel Core i7-9750H,229,16 GB,512GB SSD,"15.6""",GTX 1660Ti
307.36,HP 15-DA0175NS,Intel Celeron N4000,1531,8 GB,500GB,"15.6""",
799.0,Lenovo Ideapad 330,Intel Core i5-8300H,414,8 GB,1TB,"15.6""",GTX 1050
538.99,Lenovo V155-15API,AMD Ryzen 5 3500U,454,8 GB,256GB SSD,"15.6""",
1202.52,Toshiba Tecra X40-D-10G,Intel Core i5-7200U,991,8 GB,256GB SSD,"14"" Táctil",
1499.0,MSI GS63 8RD-052ES Stealth,Intel Core i7-8750H,274,16 GB,256GB SSD+1TB,"15.6""",GTX1050Ti
1799.0,Gigabyte Aero 15-W9-7SP0350P,Intel Core i7-8750H,274,16 GB,512GB SSD,"15.6""",RTX2060
2949.0,Gigabyte AORUS 17 YA-7ES2150SH,Intel Core i7-9750H,229,16 GB,1TB SSD,"17.3""",RTX 2080
909.0,Lenovo Ideapad 530S-14IKB,Intel Core i5-8250U,572,8 GB,256 GB SSD,"14""",MX130
691.6,Lenovo ThinkBook 15-IML,Intel Core i3-10110U,828,8 GB,256GB SSD,"15.6""",
915.19,Medion S3409 MD60667,Intel Core i7-7500U,937,8 GB,256GB SSD,"13,3""",
1483.59,Microsoft Surface Pro X Microsoft SQ1,,[],8 GB,256GB SSD,"13"" Táctil",
1999.0,MSI GE63 Raider RGB 9SF-627ES,Intel Core i7-9750H,229,32 GB,1TB SSD,"15.6""",RTX 2070
3199.0,MSI WS63 8SL-013ES Vpro,Intel Core i7-8850H,259,32 GB,512GB SSD+1TB,"15.6""",P4200
532.72,HP 250 G7,Intel Core i3-7020U,1167,4 GB,500 GB,"15.6""",
491.34,HP Notebook 15-DB0034NS,AMD Ryzen 3 2200U,941,8 GB,256GB SSD,"15.6""",
1588.99,Lenovo ThinkPad P52s,Intel Core i7-8550U,590,8 GB,256GB SSD,"15.6""",Quadro P500
1076.22,Dynabook Satellite Pro L50-G-11J,Intel Core i5-10210U,513,8 GB,1TB+256GB SSD,"15.6""",
1661.02,LG Gram 14Z990-V,Intel Core i5-8265U,548,8 GB,512GB SSD,"14""",
1482.95,Acer Nitro 5 AN515-52-71AC,Intel Core i7-8750H,274,8 GB,1TB+128GB,"15.6""",GTX1050Ti
2499.0,Acer Predator Triton 500 PT515-51-72B2,Intel Core i7-9750H,229,16 GB,512GB SSD,"15.6""",RTX2080
1329.53,Asus Rog Strix G731GT-AU011T,Intel Core i7-9750H,229,16 GB,512GB SSD,"17.3""",GTX1650
1999.98,Asus Rog Strix G731GW-EV010T,Intel Core i7-9750H,229,16 GB,512GB SSD,"17.3""",RTX2070
950.59,Dell Latitude 3390,Intel Core i5-8250U,572,8 GB,256GB SSD,"13.3"" Táctil",
2083.59,Dynabook Portégé X30-F-14W,Intel Core i7-8565U,508,32 GB,1TB SSD+32GB Intel Optane,"13.3""",
