Precio(€),Nombre,Procesador,Ranking Procesador,RAM (GB),Disco duro,Pantalla,Gráfica
237.09,Lenovo V130-15IKB,Intel Pentium 4417U,1238,8 GB,256 GB SSD,"15.6"" Reacondicionado",
395.0,Lenovo V145,AMD A9-9425,1505,8 GB,256GB SSD,"15.6""",
217.59,Lenovo V145-15AST,AMD A4-9125,"[[1634, 'AMD A4-9120'], [1447, 'AMD A4-1250']]",4 GB,500 GB,"15.6""",
200.64,Lenovo V145-15AST,AMD A4-9125,"[[1634, 'AMD A4-9120'], [1447, 'AMD A4-1250']]",4 GB,256GB SSD,"15.6"" Reacondicionado",
210.99,Lenovo V145-15AST,AMD A4-9125,"[[1634, 'AMD A4-9120'], [1447, 'AMD A4-1250']]",8 GB,256 GB SSD,"15.6"" Reacondicionado",
379.0,Lenovo V145-15AST,AMD A9-9425,1505,8 GB,256GB SSD,"15.6""",
324.99,Lenovo V145-15AST,AMD A9-9425,1505,8 GB,256GB SSD,"15.6"" Reacondicionado",
509.0,Lenovo V155,AMD Ryzen R5 3500U,"[[454, 'AMD Ryzen 5 3500U'], [227, 'AMD Ryzen 5 4500U']]",8 GB,512GB SSD,"15.6""",
385.14,Lenovo V155-15API,AMD Ryzen 3 3200U,857,8 GB,256GB SSD,"15.6"" Reacondicionado",
479.8,Lenovo V155-15API,AMD Ryzen 3 3200U,857,8 GB,512GB SSD,"15.6""",
422.99,Lenovo V155-15API,AMD Ryzen 5 3500U,454,8 GB,256GB SSD,"15.6"" Reacondicionado",
534.59,Lenovo V320,Intel Core i5-8250U,572,8 GB,1TB,"17.3""",MX150
379.0,Lenovo Yoga 330-11IGM,Intel Celeron N4000,1531,4 GB,128GB eMMC,"11.6"" Táctil",
314.34,Lenovo Yoga 330-11IGM,Intel Celeron N4000,1531,4 GB,128GB eMMC,"11.6"" Táctil Reacondicionado",
707.49,Lenovo Yoga 520-14IKB,Intel Core i7-8550U,590,8 GB,1TB,"14"" Táctil Reacondicionado",
999.0,Lenovo Yoga 530,Intel Core i7-8550U,590,8 GB,256GB SSD,"14"" Táctil",
599.0,Lenovo Yoga 530-14ARR,AMD Ryzen 3 2200U,941,4 GB,128GB SSD,"14"" Táctil",
898.99,Lenovo Yoga 530-14ARR,AMD Ryzen 5 2500U,523,8 GB,256GB SSD,"14"" Táctil",
488.69,Lenovo Yoga 530-14IKB,Intel Core i3-7020U,1167,4 GB,128GB SSD,"14"" Táctil Reacondicionado",
673.74,Lenovo Yoga 530-14IKB,Intel Core i5-8250U,572,8 GB,256GB SSD,"14"" Táctil Reacondicionado",
744.79,Lenovo Yoga 530-14IKB,Intel Core i5-8250U,572,8 GB,512GB SSD,"14"" Táctil Reacondicionado",
1599.0,Lenovo Yoga 720-15IKB,Intel Core i7-7700HQ,479,8 GB,512GB SSD,"15.6"" Táctil",GTX1050
1243.29,Lenovo Yoga 730-15IKB,Intel Core i7-8550U,590,8 GB,512GB SSD,"15.6"" Táctil Reacondicionado",GTX 1050
1479.0,Lenovo Yoga 910-13IKB,Intel Core i7-7500U,937,8 GB,512GB SSD,"13.9"" Táctil",
814.59,Lenovo Yoga S730-13IWL,Intel Core i5-8265U,548,8 GB,256GB SSD,"13.3"" Reacondicionado",
1739.0,LG Gram 14T90N,Intel Core i7-10510U,438,16 GB,512GB SSD,"14"" Táctil",
1499.0,LG Gram 14Z90N,Intel Core i7-1065G7,312,16 GB,512GB SSD,"14""",
898.99,LG Gram 14Z980-G,Intel Core i5-8250U,572,8 GB,256GB SSD,"14""",
1199.0,LG Gram 15Z90N,Intel Core i5-1035G7,328,8 GB,256GB SSD,"15.6""",
1559.0,LG Gram 15Z90N,Intel Core i7-1065G7,312,16 GB,512GB SSD,"15.6""",
1336.59,LG Gram 15Z980,Intel Core i7-8550U,590,16 GB,512GB SSD,"15.6""",
1199.0,LG Gram 15Z990-V.AA52B,Intel Core i5-8265U,548,8 GB,256GB SSD,"15.6""",
1099.01,LG Gram 15Z990-V.AA72B,Intel Core i7-8565U,508,8 GB,256GB SSD,"15.6""",
1739.0,LG Gram 17Z90N,Intel Core i7-1065G7,312,16 GB,512GB SSD,"17""",
1449.0,LG Gram 17Z990-V,Intel Core i7-8565U,508,8 GB,512GB SSD,"17""",
1375.09,LG Gram 17Z990-V,Intel Core i7-8565U,508,8 GB,512GB SSD,"17"" Reacondicionado",
389.0,Medion Akoya E4251 MD61341,Intel Celeron N4000,1531,8 GB,128GB eMMC,"14""",
218.8,Medion Akoya MD60684,Intel Atom x5-Z8350,1775,2 GB,32GB,"11.6"" Táctil",
196.21,Medion Akoya MD60688,Intel Atom x5-Z8350,1775,2 GB,32GB,"11.6"" Táctil",
689.0,Medion Akoya S6445,Intel Core i3-8145U,912,8 GB,256GB SSD,"15.6""",
364.19,Medion Akoya S6445,Intel Core i5-8265U,548,4 GB,128GB SSD,"15.6"" Reacondicionado",
779.0,Medion Akoya S6445,Intel Core i5-8265U,548,8 GB,256GB SSD,"15.6""",
430.79,Medion Akoya S6445 MD61353,Intel Core i5-8265U,548,8 GB,256GB SSD,"15.6"" Reacondicionado",
999.0,Medion Erazer P6689,Intel Core i7-8550U,590,8 GB,1TB+128GB SSD,"15.6""",GTX1050
999.0,Medion Erazer P6705,Intel Core i5-8300H,414,8 GB,1.5TB,"15.6""",GTX1050Ti
663.49,Medion Erazer P6705,Intel Core i5-8300H,414,8 GB,1.5TB,"15.6"" Reacondicionado",GTX1050Ti
853.09,Medion Erazer P6705,Intel Core i7-8750H,274,16 GB,1TB+256GB SSD,"15.6"" Reacondicionado",GTX1050Ti
455.14,Medion P6685,Intel Core i5-8250U,572,8 GB,1TB+128GB SSD,"15.6"" Reacondicionado",MX150
849.0,Medion P6685,Intel Core i7-8550U,590,8 GB,1TB+128 GB SSD,"15.6""",MX 150
592.89,Medion P6687,Intel Core i5-8250U,572,8 GB,1TB + 128GB SSD,"15.6"" Reacondicionado",MX150
612.14,Medion P6687-MD61007,Intel Core i7-8550U,590,8 GB,256GB SSD,"15.6"" Reacondicionado",MX150
1636.59,Microsoft Surface Book 2,Intel Core i7-8650U,510,8 GB,256GB,"13.5"" Táctil",GTX1050
898.99,Microsoft Surface Laptop 2,Intel Core i5-8250U,572,8 GB,128GB SSD,"13.5"" Táctil",
1449.0,Microsoft Surface Laptop 3,Intel Core i5-1035G7,328,8 GB,256GB SSD,"13.5"" Táctil Platino",
1649.0,Microsoft Surface Laptop 3 Negro ,AMD Ryzen 5 3580U,387,8 GB,256GB SSD,"15"" Táctil",
1449.0,Microsoft Surface Laptop 3 Negro,Intel Core i5-1035G7,328,8 GB,256GB SSD,"13.5"" Táctil",
1349.0,Microsoft Surface Laptop 3 Platino,AMD Ryzen 5 3580U,387,8 GB,128GB SSD,"15"" Táctil",
1649.0,Microsoft Surface Laptop 3 Platino,AMD Ryzen 5 3580U,387,8 GB,256GB SSD,"15"" Táctil",
1603.59,Microsoft Surface Pro 4,Intel Core i7-7600U,905,16 GB,1TB,,
1171.59,Microsoft Surface Pro 4G,Intel Core i5-7300U,906,4 GB,128GB,,
1499.0,Microsoft Surface Pro 6,Intel Core i5-8250U,572,8 GB,256GB SSD,"12.3"" Táctil",
1499.0,Microsoft Surface Pro 6,Intel Core i5-8250U,572,8 GB,256GB SSD,"12.3"" Táctil Platino",
1069.0,Microsoft Surface Pro 6,Intel Core i5-8350U,514,8 GB,256GB SSD,"12.3"" Plata",
1368.99,Microsoft Surface Pro 6,Intel Core i7-8650U,510,16 GB,512GB,"12.3"" Negro",
1368.99,Microsoft Surface Pro 6,Intel Core i7-8650U,510,16 GB,512GB,"12.3"" Platino",
1809.0,Microsoft Surface Pro 6,Intel Core i7-8650U,510,8 GB,256GB SSD,"12.3"" Táctil Platino",
1349.0,Microsoft Surface Pro 7,Intel Core i5-1035G4,341,8 GB,256 GB Negra,,
1162.04,Microsoft Surface Pro 7,Intel Core i5-1035G4,341,8 GB,256 GB Platino Reacondicionado,,
1599.0,Microsoft Surface Pro 7,Intel Core i7-1065G7,312,16 GB,256GB Negro,,
1599.0,Microsoft Surface Pro 7,Intel Core i7-1065G7,312,16 GB,256GB Platino,,
1999.0,Microsoft Surface Pro 7,Intel Core i7-1065G7,312,16 GB,512GB Negro,,
1999.0,Microsoft Surface Pro 7,Intel Core i7-1065G7,312,16 GB,512GB Platino,,
1121.59,Microsoft Surface Pro,Intel Core i5,"[[950, 'Intel Core i7-975'], [997, 'Intel Core i7-965']]",8 GB,256GB SSD,"12.3""",
1399.0,MSI Alpha 15 A3DDK-001XES,AMD Ryzen 7 3750H,351,16 GB,512GB SSD,"15.6""",RX 5500M
1799.0,MSI Creator 15M A10SD-283ES,Intel Core i7-10750H,126,32 GB,1TB SSD,"15.6""",GTX 1660Ti
1999.0,MSI Creator 15M A10SE-433ES,Intel Core i7-10750H,126,32 GB,1TB SSD,"15.6""",RTX 2060
1586.59,MSI Creator 15M A9SD-077ES,Intel Core i7-9750H,229,32 GB,1TB SSD,"15.6"" Reacondicionado",GTX 1660Ti
1600.44,MSI Creator 15M A9SE-076ES,Intel Core i7-9750H,229,32 GB,1TB SSD,"15.6"" Reacondicionado",RTX 2060
2999.0,MSI Creator 17  A10SE-206ES,Intel Core i7-10875H,31,32 GB,1TB SSD,"17.3""",RTX 2060
3199.0,MSI Creator 17 A10SF-204ES,Intel Core i7-10875H,31,32 GB,1TB SSD,"17.3""",RTX 2070
3399.0,MSI Creator 17 A10SFS-201ES,Intel Core i7-10875H,31,32 GB,1TB SSD,"17.3""",RTX 2070 SUPER
4299.0,MSI Creator 17 A10SGS-200ES,Intel Core i7-10875H,31,64 GB,2TB SSD,"17.3""",RTX 2080 SUPER
1899.0,MSI Creator 17M A10SD-211ES,Intel Core i7-10750H,126,32 GB,1TB SSD,"17.3""",GTX 1660Ti
2099.0,MSI Creator 17M A10SE-210ES,Intel Core i7-10750H,126,32 GB,1TB SSD,"17.3""",RTX 2060
1306.74,MSI Creator 17M A9SD-048XES,Intel Core i7-9750H,229,32 GB,1TB SSD,"17.3"" Reacondicionado",GTX 1660Ti
1364.39,MSI GE63 Raider RGB 8SF-031XES,Intel Core i7-8750H,274,16 GB,1TB + 512GB SSD,"15.6"" Reacondicionado",RTX 2070
1449.0,MSI GE63VR 7RE-093XES Raider,Intel Core i7-7700HQ,479,16 GB,1TB+256SSD,"15.6""",GTX1060
1464.15,MSI GE63VR 7RF-029ES Raider,Intel Core i7-7700HQ,479,16 GB,1TB+512SSD,"15.6"" Reacondicionado",GTX1070
1795.19,MSI GE65 Raider 9SF-292XES,Intel Core i7-9750H,229,32 GB,1TB SSD,"15.6"" Reacondicionado",RTX 2070
2189.0,MSI GE66 Raider 10SF-056XES,Intel Core i7-10750H,126,32 GB,1TB SSD,"15.6""",RTX 2070
2299.0,MSI GE66 Raider 10SF-061ES,Intel Core i7-10750H,126,32 GB,1TB SSD,"15.6""",RTX 2070
2699.0,MSI GE66 Raider 10SFS-054ES,Intel Core i9-10980HK,112,32 GB,1TB SSD,"15.6""",RTX 2070 SUPER
2999.0,MSI GE66 Raider 10SFS-202ES,Intel Core i9-10980HK,112,64 GB,2TB SSD,"15.6""",RTX 2070 SUPER
3649.0,MSI GE66 Raider 10SGS-201ES,Intel Core i9-10980HK,112,64 GB,2TB SSD,"15.6""",RTX 2080
2313.99,MSI GE73 Raider RGB 8RF-215,Intel Core i7-8750H,274,16 GB,1TB + 128GB SSD,"17.3""",GTX 1070
1205.34,MSI GE73VR 7RF-289XES Raider,Intel Core i7-7700HQ,479,16 GB,1TB+256SSD,"17.3"" Reacondicionado",GTX1070
1499.0,MSI GE75 Raider 8RE-066XES,Intel Core i7-8750H,274,16 GB,512GB SSD,"17.3""",GTX1060
1418.94,MSI GE75 Raider 8SE-034ES,Intel Core i7-8750H,274,16 GB,256GB SSD + 1TB,"17.3"" Reacondicionado",RTX 2060
2049.0,MSI GE75 Raider 9SE-1236ES,Intel Core i7-9750H,229,32 GB,1TB SSD,"17.3""",RTX 2060
1941.64,MSI GE75 Raider 9SF-1204XES,Intel Core i7-9750H,229,32 GB,1TB SSD,"17.3"" Reacondicionado",RTX 2070
2249.0,MSI GE75 Raider 9SF-408ES,Intel Core i7-9750H,229,32 GB,1TB SSD,"17.3""",RTX 2070
3689.0,MSI GE75 Raider 9SG-1083ES,Intel Core i9-9880H,172,64 GB,2TB SSD,"17.3""",RTX 2080
2237.09,MSI GE75 Raider 9SG-407ES,Intel Core i7-9750H,229,32 GB,1TB SSD,"17.3"" Reacondicionado",RTX 2080
1040.19,MSI GF62 8RE-048ES,Intel Core i7-8750H,274,16 GB,1TB+256SSD,"15.6"" Reacondicionado",GTX1060
819.24,MSI GF63 8RC-457XES,Intel Core i7-8750H,274,8 GB,512GB SSD,"15.6"" Reacondicionado",GTX 1050
1299.0,MSI GF63 8RD-010ES,Intel Core i7-8750H,274,16 GB,1TB+256GB SSD,"15.6""",GTX 1050Ti
1149.0,MSI GF63 Thin 9SC-047XES,Intel Corei7-9750H,"[[229, 'Intel Core i7-9750H'], [206, 'Intel Core i7-9750HF']]",16 GB,512GB SSD,"15.6""",GTX 1650
929.49,MSI GF63 Thin 9SC-651XES,Intel Core i7-9750H,229,16 GB,512GB SSD,"15.6"" Reacondicionado",GTX 1650
1141.94,MSI GF65 Thin 9SD-038XES,Intel Core i7-9750H,229,16 GB,1TB SSD,"15.6"" Reacondicionado",GTX 1660Ti
1015.79,MSI GF65 Thin 9SD-072XES,Intel Core i7-9750H,229,16 GB,512GB SSD,"15.6"" Reacondicionado",GTX 1660Ti
1548.99,MSI GF72 8RE-016ES,Intel Core i7-8750H,274,16 GB,1TB+256SSD,"17.3""",GTX1060
1249.0,MSI GF75 Thin 8RC-012ES,Intel Core i7-8750H,274,16 GB,1TB+512SSD,"17.3""",GTX1050
1269.0,MSI GF75 Thin 8RD-011ES,Intel Core i7-8750H,274,16 GB,1TB+512SSD,"17.3""",GTX1050Ti
1124.94,MSI GF75 Thin 8RD-011ES,Intel Core i7-8750H,274,16 GB,1TB+512SSD,"17.3"" Reacondicionado",GTX1050Ti
1049.0,MSI GF75 Thin 9SC-039XES,Intel Core i7-9750H,229,16 GB,512SSD,"17.3""",GTX1650
934.99,MSI GF75 Thin 9SC-039XES,Intel Core i7-9750H,229,16 GB,512SSD,"17.3"" Reacondicionado",GTX1650
1249.0,MSI GF75 Thin 9SC-061XES,Intel Core i7-9750H,229,16 GB,1TB+512SSD,"17.3""",GTX1650
954.94,MSI GF75 Thin 9SC-277XES,Intel Core i7-9750H,229,16 GB,512GB SSD,"17.3"" Reacondicionado",GTX1650
1348.99,MSI GF75 Thin 9SD-006XES,Intel Core i7-9750H,229,16 GB,1TB SSD,"17.3""",GTX1660Ti
898.99,MSI GL63 8RCS-048XES,Intel Core i7-8750H,274,16 GB,512GB SSD,"15.6""",GTX 1050
1098.99,MSI GL63 8RD-407XES,Intel Core i7-8750H,274,8 GB,512GB SSD,"15.6""",GTX1050Ti
949.0,MSI GL63 8RD-643XES,Intel Core i7-8750H,274,8 GB,1TB+256GB SSD,"15.6""",GTX 1050Ti
1299.0,MSI GL63 8SD-269ES,Intel Core i7-8750H,274,16 GB,1TB+256GB SSD,"15.6""",GTX 1660Ti
942.34,MSI GL63 8SD-270XES,Intel Core i7-8750H,274,16 GB,512GB SSD,"15.6"" Reacondicionado",GTX 1660Ti
1599.0,MSI GL63 8SE-026XES,Intel Core i7-8750H,274,16 GB,256GB SSD + 1TB,"15.6""",RTX 2060
1699.0,MSI GL65 9SEK-255XES,Intel Core i7-9750H,229,32 GB,1TB SSD,"15.6""",RTX 2060
1492.14,MSI GL65 9SEK-255XES,Intel Core i7-9750H,229,32 GB,1TB SSD,"15.6"" Reacondicionado",RTX 2060
1360.44,MSI GL65 9SFK-286XES,Intel Core i7-9750H,229,16 GB,512GB SSD,"15.6"" Reacondicionado",RTX 2070
1149.0,MSI GL73 8SD-046XES,Intel Core i7-8750H,274,16 GB,512GB SSD,"17.3""",GTX1660Ti
1649.0,MSI GL73 8SE-008XES,Intel Core i7-8750H,274,16 GB,1TB+256GB SSD,"17.3""",RTX 2060
1178.59,MSI GL73 8SE-008XES,Intel Core i7-8750H,274,16 GB,1TB+256GB SSD,"17.3"" Reacondicionado",RTX 2060
1247.89,MSI GL75 9SEK-074XES,Intel Core i7-9750H,229,16 GB,1TB SSD,"17.3"" Reacondicionado",RTX 2060
1169.59,MSI GP63 Leopard 8RD-694XES,Intel Core i7-8750H,274,16 GB,1TB+256GB SSD,"15.6""",GTX 1050Ti
1141.99,MSI GP73 Leopard 8RD-289ES,Intel Core i7-8750H,274,16 GB,1TB+256GB SSD,"17.3"" Reacondicionado",GTX 1050Ti
1215.79,MSI GP75 Leopard 9SD-451XES,Intel Core i7-9750H,229,16 GB,1TB SSD,"17.3"" Reacondicionado",GTX 1660Ti
1599.0,MSI GP75 Leopard 9SF-1037XES,Intel Core i7-9750H,229,16 GB,1TB SSD,"17.3""",RTX 2070
1468.99,MSI GP75 Leopard 9SF-1037XES,Intel Core i7-9750H,229,16 GB,1TB SSD,"17.3"" Reacondicionado",RTX 2070
1359.0,MSI GS63 8RD-043XES Stealth,Intel Core i7-8750H,274,16 GB,1TB+256SSD,"15.6""",GTX1050Ti
1348.99,MSI GS63 Stealth 8RD-060ES,Intel Core i7-8750H,274,16 GB,1TB+512SSD,"15.6""",GTX1050Ti
974.79,MSI GS63 Stealth 8RE-063XES,Intel Core i7-8750H,274,16 GB,512SSD,"15.6"" Reacondicionado",GTX1060
1338.89,MSI GS63VR 7RF-232ES,Intel Core i7-7700HQ,479,16 GB,2TB+512SSD,"15.6"" Reacondicionado",GTX1060
2198.99,MSI GS65 Stealth 8SE-037ES,Intel Core i7-8750H,274,16 GB,1TB SSD,"15.6""",RTX 2060
1886.04,MSI GS65 Stealth 8SF-035ES,Intel Core i7-8750H,274,32 GB,1TB SSD,"15.6"" Reacondicionado",RTX 2070
1879.0,MSI GS65 Stealth 8SF-036ES,Intel Core i7-8750H,274,16 GB,512GB SSD,"15.6""",RTX 2070
1679.89,MSI GS65 Stealth 8SF-036ES,Intel Core i7-8750H,274,16 GB,512GB SSD,"15.6"" Reacondicionado",RTX 2070
2949.0,MSI GS65 Stealth 9SG-453ES,Intel Core i7-9750H,229,32 GB,2TB SSD,"15.6""",RTX 2080
2562.14,MSI GS65 Stealth 9SG-453ES,Intel Core i7-9750H,229,32 GB,2TB SSD,"15.6"" Reacondicionado",RTX 2080
1189.54,MSI GS65 Stealth Thin 8RE-252ES,Intel Core i7-8750H,274,16 GB,512GB SSD,"15.6"" Reacondicionado",GTX 1060
1869.58,MSI GS65 Stealth Thin 8RE-604XES,Intel Core i7-8750H,274,16 GB,1TB SSD,"15.6""",GTX 1060
1348.99,MSI GS73 7RE-027XES Stealth Pro,Intel Core i7-7700HQ,479,16 GB,1TB+256SSD,"17.3""",GTX1050Ti
1999.0,MSI GS75 Stealth 10SE-045ES,Intel Core i7-10750H,126,32 GB,1TB SSD,"17.3""",RTX 2060
2299.0,MSI GS75 Stealth 10SF-044ES,Intel Core i7-10750H,126,32 GB,1TB SSD,"17.3""",RTX 2070
3299.0,MSI GS75 Stealth 10SFS-095ES,Intel Core i9-10980HK,112,64 GB,2TB SSD,"17.3""",RTX 2070 SUPER
3799.0,MSI GS75 Stealth 10SGS-094ES,Intel Core i9-10980HK,112,64 GB,2TB SSD,"17.3""",RTX 2080 SUPER
1669.0,MSI GS75 Stealth 8SE-066ES,Intel Core i7-8750H,274,16 GB,512GB SSD,"17.3""",RTX 2060
2449.0,MSI GS75 Stealth 8SF-065ES,Intel Core i7-8750H,274,16 GB,512GB SSD,"17.3""",RTX 2070
1308.74,MSI GS75 Stealth 9SD-1039XES,Intel Core i7-9750H,229,16 GB,1TB SSD,"17.3"" Reacondicionado",GTX 1660Ti
2303.04,MSI GS75 Stealth 9SF-1040ES,Intel Core i7-9750H,229,32 GB,1TB SSD,"17.3"" Reacondicionado",RTX 2070 Max-Q
2549.0,MSI GS75 Stealth 9SF-268ES,Intel Core i7-9750H,229,32 GB,1TB SSD,"17.3""",RTX 2070
3349.0,MSI GS75 Stealth 9SG-267ES,Intel Core i7-9750H,229,32 GB,2TB SSD,"17.3""",RTX 2080
2699.0,MSI GT63 Titan 9SF-038ES,Intel Core  i7-9750H,"[[229, 'Intel Core i7-9750H'], [206, 'Intel Core i7-9750HF']]",32 GB,512GB SSD + 1TB,"15.6""",RTX 2070
2007.49,MSI GT72S 6QE-631ES,Intel i7-6820HK,"[[467, 'Intel Core i7-6820HK'], [389, 'Intel Core i7-7820HK']]",32 GB,1TB+512SSD,"17.3"" Reacondicionado",GTX980M
2999.0,MSI GT75 Titan 9SF-262ES,Intel Core i7-9750H,229,32 GB,1TB SSD + 1TB,"17.3""",RTX 2070
4798.99,MSI GT75 Titan 9SG-285ES,Intel Core i9-9980HK,130,64 GB,2TB SSD,"17.3""",RTX 2080
4244.74,MSI GT75 Titan 9SG-285ES,Intel Core i9-9980HK,130,64 GB,2TB SSD,"17.3"" Reacondicionado",RTX 2080
4499.0,MSI GT75 Titan 9SG-286ES,Intel Core i9-9980HK,130,64 GB,2TB SSD,"17.3""",RTX 2080
895.81,MSI GV62 8RC-012XES,Intel Core i7-8750H,274,8 GB,1TB+256GB SDD,"15.6""",GTX 1050
1231.91,MSI GV72 8RD-008XES,Intel Core i7-8750H,274,8 GB,1TB+256GB SDD,"17.3""",GTX 1050Ti
898.99,MSI Modern 14 A10M-499XES,Intel Core i7-10510U,438,16 GB,512GB SSD,"14""",
820.39,MSI Modern 14 A10M-499XES,Intel Core i7-10510U,438,16 GB,512GB SSD,"14"" Reacondicionado",
789.0,MSI Modern 14 A10M-600XES,Intel Core I5-10210U,"[[513, 'Intel Core i5-10210U'], [735, 'Intel Core i5-10210Y']]",16 GB,512GB SSD,"14""",
708.29,MSI Modern 14 A10M-600XES,Intel Core I5-10210U,"[[513, 'Intel Core i5-10210U'], [735, 'Intel Core i5-10210Y']]",16 GB,512GB SSD,"14"" Reacondicionado",
617.29,MSI Modern 14 A10M-812XES,Intel Core I5-10210U,"[[513, 'Intel Core i5-10210U'], [735, 'Intel Core i5-10210Y']]",8 GB,512GB SSD,"14"" Reacondicionado",
892.94,MSI Modern 14 A10RB-663XES,Intel Core i7-10510U,438,16 GB,512GB SSD,"14"" Reacondicionado",MX250
1799.0,MSI P65 8RE-005ES,Intel Core i7-8750H,274,16 GB,1TB SSD,"15.6""",GTX 1060
1699.0,MSI P65 Creator 8RD-094ES,Intel Core i7-8750H,274,16 GB,512GB SSD,"15.6""",GTX 1050Ti
2198.99,MSI P65 Creator 8SF-240ES,Intel Core i7-8750H,274,32 GB,1TB SSD,"15.6""",RTX 2070
1999.0,MSI P65 Creator 9SD-893ES,Intel Core i7-9750H,229,32 GB,1TB SSD,"15.6""",GTX 1660
1886.58,MSI P75 Creator 9SD-649ES,Intel Core i7-9750H,229,32 GB,1TB SSD,"17.3""",GTX 1660Ti
1806.29,MSI P75 Creator 9SD-649ES,Intel Core i7-9750H,229,32 GB,1TB SSD,"17.3"" Reacondicionado",GTX 1660Ti
2011.89,MSI P75 Creator 9SE-1211ES,Intel Core i7-9750H,229,32 GB,1TB SSD,"17.3"" Reacondicionado",RTX 2060
2249.0,MSI P75 Creator 9SE-285ES,Intel Core i7-9750H,229,32 GB,1TB SSD,"17.3""",RTX 2060
2601.04,MSI P75 Creator 9SF-298ES,Intel Core i9-9880H,172,32 GB,1TB SSD,"17.3"" Reacondicionado",RTX 2070
928.24,Msi PE60 7RD-282ES,Intel Core i7-7700HQ,479,16 GB,1TB+256SSD,"15.6"" Reacondicionado",GTX1050 2GB
1059.0,MSI PE62 8RC-230ES,Intel Core i7-8750H,274,8 GB,1TB+256GB SSD,"15.6""",GTX 1050
1229.29,MSI Prestige 14 A10RB-020ES,Intel Core i7-10510U,438,16 GB,1TB SSD,"14"" Reacondicionado",MX 250
1998.99,MSI Prestige 15 A10SC-007ES,Intel Core i7-10710U,267,32 GB,1TB SSD,"15.6""",GTX 1650
1807.44,MSI Prestige 15 A10SC-007ES,Intel Core i7-10710U,267,32 GB,1TB SSD,"15.6"" Reacondicionado",GTX 1650
1469.29,MSI Prestige 15 A10SC-008ES,Intel Core i7-10710U,267,16 GB,1TB SSD,"15.6"" Reacondicionado",GTX 1650
1499.0,MSI Prestige 15 A10SC-044XES,Intel Core i7-10710U,267,16 GB,512GB SSD,"15.6""",GTX 1650
1316.79,MSI Prestige 15 A10SC-044XES,Intel Core i7-10710U,267,16 GB,512GB SSD,"15.6"" Reacondicionado",GTX 1650
1218.89,MSI Prestige 15 A10SC-060XES,Intel Core i7-10710U,267,16 GB,1TB SSD,"15.6"" Reacondicionado",GTX 1650
1599.0,MSI Prestige 15 A10SC-293XES,Intel Core i7-10710U,267,32 GB,1TB SSD,"15.6""",GTX 1650
799.0,MSI PS42 Modern 8MO-208XES,Intel Core i5-8265U,548,16 GB,512GB SSD,"14""",
999.0,MSI PS42 Modern 8RA-280XES,Intel Core i7-8565U,508,16 GB,512GB SSD,"14""",MX250
1748.99,MSI PS63 Modern 8SC-089ES,Intel Core i7-8565U,508,16 GB,512GB SSD,"15.6""",GTX 1650
1555.09,MSI PS63 Modern 8SC-089ES,Intel Core i7-8565U,508,16 GB,512GB SSD,"15.6"" Reacondicionado",GTX 1650
2149.0,MSI WE75 9TJ-002ES,Intel Core i7-9750,"[[229, 'Intel Core i7-9750H'], [950, 'Intel Core i7-975']]",32 GB,1TB SSD,"17.3""",T2000
2549.0,MSI WE75 9TK-669ES,Intel Core i7-9750,"[[229, 'Intel Core i7-9750H'], [950, 'Intel Core i7-975']]",32 GB,1TB SSD,"17.3""",RTX3000
1699.0,MSI WP65 9TH-408ES,Intel Core i7-9750H,229,32 GB,1TB SSD,"15.6""",P620
2749.0,MSI WS75 9TK-610ES,Intel Core i7-9750,"[[229, 'Intel Core i7-9750H'], [950, 'Intel Core i7-975']]",32 GB,1TB SSD,"17.3""",RTX3000
2565.94,MSI WS75 9TK-610ES,Intel Core i7-9750,"[[229, 'Intel Core i7-9750H'], [950, 'Intel Core i7-975']]",32 GB,1TB SSD,"17.3"" Reacondicionado",RTX3000
3354.99,MSI WS75 9TL-609ES,Intel Core i7-9750,"[[229, 'Intel Core i7-9750H'], [950, 'Intel Core i7-975']]",32 GB,1TB SSD,"17.3"" Reacondicionado",RTX4000
4798.99,MSI WT75 8SM-011ES,Intel Core i7-8700,189,32 GB,1TB+512GB SSD,"17.3"" 4K",P5200
4230.46,MSI WT75 9SL-097ES,Intel Core i7-9700,175,64 GB,1TB SSD,"17.3""",P4200
1168.99,Portátil HP Envy 13-AD0008NS,Intel Core i7-7500U,937,8 GB,512GB SSD,"13.3""",
908.59,Portátil Lenovo IdeaPad 520S-14IKB,Intel Core i5-7200U,991,8 GB,256GB SSD,"14""",
1299.0,Portátil MSI GE63 Raider RGB 8RE-021XES,Intel Core i7-8750H,274,16 GB,1TB+256SSD,"15.6""",GTX1060
1399.0,Portátil MSI GS63 Stealth 8RE-012XES,Intel Core i7-8750H,274,16 GB,1TB+256SSD,"15.6""",GTX1060
1649.0,Portátil MSI GS73 Stealth 8RE-007XES,Intel Core i7-8750H,274,16 GB,1TB+256SSD,"17.3""",GTX1060
1081.59,Portátil MSI GS73 Stealth 8RE-007XES,Intel Core i7-8750H,274,16 GB,1TB+256SSD,"17.3"" Reacondicionado",GTX1060
1436.24,Portátil MSI GS73 Stealth 8RF-007XES,Intel Core i7-8750H,274,16 GB,1TB+256SSD,"17.3"" Reacondicionado",GTX1070
